學校代碼,學校名稱,日間∕進修別,等級別,學生數,縣市名稱
1036,健行科技大學,D 日,2 Bachelor,98,03 桃園市
1036,健行科技大學,D 日,2 Associate,5,03 桃園市
1036,健行科技大學,D 日,5 Associate,26,03 桃園市
1036,健行科技大學,N 職,Master,94,03 桃園市
1036,健行科技大學,N 修,4 Bachelor,3048,03 桃園市
1036,健行科技大學,N 修,2 Bachelor,119,03 桃園市
1037,正修科技大學,D 日,Doctor,12,12 高雄市
1037,正修科技大學,D 日,Master,367,12 高雄市
1037,正修科技大學,D 日,4 Bachelor,9765,12 高雄市
1037,正修科技大學,D 日,5 Associate,3,12 高雄市
1037,正修科技大學,N 職,Master,140,12 高雄市
1037,正修科技大學,N 修,4 Bachelor,5709,12 高雄市
1037,正修科技大學,N 修,2 Bachelor,1163,12 高雄市
1037,正修科技大學,N 修,2 Associate,68,12 高雄市
1038,萬能科技大學,D 日,Master,130,03 桃園市
1038,萬能科技大學,D 日,4 Bachelor,6484,03 桃園市
1038,萬能科技大學,D 日,2 Bachelor,27,03 桃園市
1038,萬能科技大學,N 職,Master,124,03 桃園市
1038,萬能科技大學,N 修,4 Bachelor,3653,03 桃園市
1038,萬能科技大學,N 修,2 Bachelor,458,03 桃園市
1039,玄奘大學,D 日,Doctor,7,18 新竹市
1039,玄奘大學,D 日,Master,345,18 新竹市
1039,玄奘大學,D 日,Bachelor,3835,18 新竹市
1039,玄奘大學,N 職,Master,204,18 新竹市
1039,玄奘大學,N 修,2 Bachelor,1,18 新竹市
1039,玄奘大學,P 進,Bachelor,766,18 新竹市
1040,建國科技大學,D 日,Master,183,07 彰化縣
1040,建國科技大學,D 日,4 Bachelor,6521,07 彰化縣
1040,建國科技大學,D 日,2 Bachelor,1,07 彰化縣
1040,建國科技大學,N 修,4 Bachelor,1597,07 彰化縣
1040,建國科技大學,N 修,2 Bachelor,270,07 彰化縣
1041,明志科技大學,D 日,Doctor,4,01 新北市
1041,明志科技大學,D 日,Master,402,01 新北市
1041,明志科技大學,D 日,4 Bachelor,3604,01 新北市
1041,明志科技大學,D 日,2 Bachelor,33,01 新北市
1041,明志科技大學,N 職,Master,48,01 新北市
1041,明志科技大學,N 修,4 Bachelor,469,01 新北市
1041,明志科技大學,N 修,2 Bachelor,26,01 新北市
1042,高苑科技大學,D 日,Master,146,12 高雄市
1042,高苑科技大學,D 日,4 Bachelor,4845,12 高雄市
1042,高苑科技大學,N 職,Master,276,12 高雄市
1042,高苑科技大學,N 修,4 Bachelor,1542,12 高雄市
1043,大仁科技大學,D 日,Master,64,13 屏東縣
1043,大仁科技大學,D 日,4 Bachelor,5052,13 屏東縣
1043,大仁科技大學,D 日,2 Bachelor,31,13 屏東縣
1043,大仁科技大學,N 職,Master,154,13 屏東縣
1043,大仁科技大學,N 修,4 Bachelor,718,13 屏東縣
1043,大仁科技大學,N 修,2 Bachelor,890,13 屏東縣
1044,聖約翰科技大學,D 日,Master,150,01 新北市
1044,聖約翰科技大學,D 日,4 Bachelor,4016,01 新北市
1044,聖約翰科技大學,D 日,2 Bachelor,5,01 新北市
1044,聖約翰科技大學,D 日,others,1,01 新北市
1044,聖約翰科技大學,D 日,5 Associate,221,01 新北市
1044,聖約翰科技大學,N 職,Master,63,01 新北市
1044,聖約翰科技大學,N 修,4 Bachelor,220,01 新北市
1045,嶺東科技大學,D 日,Master,261,19 臺中市
1045,嶺東科技大學,D 日,4 Bachelor,7441,19 臺中市
1045,嶺東科技大學,D 日,2 Bachelor,1,19 臺中市
1045,嶺東科技大學,N 職,Master,110,19 臺中市
1045,嶺東科技大學,N 修,4 Bachelor,2576,19 臺中市
1046,中國科技大學,D 日,Master,140,30 臺北市
1046,中國科技大學,D 日,4 Bachelor,9368,30 臺北市
1046,中國科技大學,D 日,2 Bachelor,9,30 臺北市
1046,中國科技大學,N 職,Master,35,30 臺北市
1046,中國科技大學,N 修,4 Bachelor,2304,30 臺北市
1046,中國科技大學,N 修,2 Bachelor,1,30 臺北市
1046,中國科技大學,N 修,others,31,30 臺北市
1047,中臺科技大學,D 日,Doctor,21,19 臺中市
1047,中臺科技大學,D 日,Master,165,19 臺中市
1047,中臺科技大學,D 日,4 Bachelor,5578,19 臺中市
1047,中臺科技大學,D 日,2 Bachelor,546,19 臺中市
1047,中臺科技大學,N 職,Master,270,19 臺中市
1047,中臺科技大學,N 修,4 Bachelor,1714,19 臺中市
1047,中臺科技大學,N 修,2 Bachelor,1145,19 臺中市
1048,亞洲大學,D 日,Doctor,164,06 臺中市
1048,亞洲大學,D 日,Master,628,06 臺中市
1048,亞洲大學,D 日,Bachelor,9821,06 臺中市
1048,亞洲大學,N 職,Master,487,06 臺中市
1048,亞洲大學,P 進,Bachelor,1188,06 臺中市
1049,開南大學,D 日,Master,226,03 桃園市
1049,開南大學,D 日,Bachelor,6534,03 桃園市
1049,開南大學,N 職,Master,370,03 桃園市
1049,開南大學,P 進,Bachelor,1135,03 桃園市
1050,佛光大學,D 日,Doctor,55,02 宜蘭縣
1050,佛光大學,D 日,Master,567,02 宜蘭縣
1050,佛光大學,D 日,Bachelor,3145,02 宜蘭縣
1050,佛光大學,N 職,Master,216,02 宜蘭縣
1051,台南應用科技大學,D 日,Master,127,11 臺南市
1051,台南應用科技大學,D 日,4 Bachelor,8094,11 臺南市
1051,台南應用科技大學,D 日,2 Bachelor,644,11 臺南市
1051,台南應用科技大學,D 日,5 Associate,1200,11 臺南市
1051,台南應用科技大學,N 職,Master,144,11 臺南市
1051,台南應用科技大學,N 修,4 Bachelor,2440,11 臺南市
1051,台南應用科技大學,N 修,2 Bachelor,262,11 臺南市
1052,遠東科技大學,D 日,Master,198,11 臺南市
1052,遠東科技大學,D 日,4 Bachelor,6442,11 臺南市
1052,遠東科技大學,D 日,2 Bachelor,1,11 臺南市
1052,遠東科技大學,N 職,Master,31,11 臺南市
1052,遠東科技大學,N 修,4 Bachelor,586,11 臺南市
1052,遠東科技大學,N 修,2 Bachelor,52,11 臺南市
1052,遠東科技大學,N 修,2 Associate,35,11 臺南市
1053,元培醫事科技大學,D 日,Master,249,18 新竹市
1053,元培醫事科技大學,D 日,4 Bachelor,5068,18 新竹市
1053,元培醫事科技大學,D 日,2 Bachelor,100,18 新竹市
1053,元培醫事科技大學,N 職,Master,31,18 新竹市
1053,元培醫事科技大學,N 修,4 Bachelor,710,18 新竹市
1053,元培醫事科技大學,N 修,2 Bachelor,616,18 新竹市
1054,景文科技大學,D 日,Master,57,01 新北市
1054,景文科技大學,D 日,4 Bachelor,5554,01 新北市
1054,景文科技大學,D 日,2 Bachelor,7,01 新北市
1054,景文科技大學,N 職,Master,104,01 新北市
1054,景文科技大學,N 修,4 Bachelor,1600,01 新北市
1054,景文科技大學,N 修,2 Bachelor,375,01 新北市
1055,中華醫事科技大學,D 日,Master,91,11 臺南市
1055,中華醫事科技大學,D 日,4 Bachelor,4357,11 臺南市
1055,中華醫事科技大學,D 日,2 Bachelor,748,11 臺南市
1055,中華醫事科技大學,D 日,2 Associate,99,11 臺南市
1055,中華醫事科技大學,D 日,5 Associate,2443,11 臺南市
1055,中華醫事科技大學,N 職,Master,14,11 臺南市
1055,中華醫事科技大學,N 修,4 Bachelor,881,11 臺南市
1055,中華醫事科技大學,N 修,2 Bachelor,870,11 臺南市
1055,中華醫事科技大學,N 修,2 Associate,23,11 臺南市
1056,東南科技大學,D 日,Master,137,01 新北市
1056,東南科技大學,D 日,4 Bachelor,6072,01 新北市
1056,東南科技大學,D 日,2 Associate,1,01 新北市
1056,東南科技大學,N 職,Master,47,01 新北市
1056,東南科技大學,N 修,4 Bachelor,598,01 新北市
1056,東南科技大學,N 修,2 Bachelor,56,01 新北市
1057,德明財經科技大學,D 日,Master,68,30 臺北市
1057,德明財經科技大學,D 日,4 Bachelor,7354,30 臺北市
1057,德明財經科技大學,D 日,2 Bachelor,121,30 臺北市
1057,德明財經科技大學,N 職,Master,67,30 臺北市
1057,德明財經科技大學,N 修,4 Bachelor,1273,30 臺北市
1057,德明財經科技大學,N 修,2 Bachelor,71,30 臺北市
1058,明道大學,D 日,Doctor,13,07 彰化縣
1058,明道大學,D 日,Master,189,07 彰化縣
1058,明道大學,D 日,Bachelor,3466,07 彰化縣
1058,明道大學,N 職,Master,67,07 彰化縣
1058,明道大學,P 進,Bachelor,1233,07 彰化縣
1060,南開科技大學,D 日,Master,106,08 南投縣
1060,南開科技大學,D 日,4 Bachelor,3508,08 南投縣
1060,南開科技大學,D 日,2 Bachelor,66,08 南投縣
1060,南開科技大學,D 日,5 Associate,1026,08 南投縣
1060,南開科技大學,N 職,Master,107,08 南投縣
1060,南開科技大學,N 修,4 Bachelor,1025,08 南投縣
1061,中華科技大學,D 日,Master,239,30 臺北市
1061,中華科技大學,D 日,4 Bachelor,5801,30 臺北市
1061,中華科技大學,D 日,2 Bachelor,35,30 臺北市
1061,中華科技大學,N 職,Master,112,30 臺北市
1061,中華科技大學,N 修,4 Bachelor,950,30 臺北市
1061,中華科技大學,N 修,2 Bachelor,270,30 臺北市
1061,中華科技大學,N 修,2 Associate,19,30 臺北市
1062,僑光科技大學,D 日,Master,68,19 臺中市
1062,僑光科技大學,D 日,4 Bachelor,6410,19 臺中市
1062,僑光科技大學,D 日,2 Bachelor,1,19 臺中市
1062,僑光科技大學,D 日,2 Associate,6,19 臺中市
1062,僑光科技大學,D 日,5 Associate,11,19 臺中市
1062,僑光科技大學,N 職,Master,41,19 臺中市
1062,僑光科技大學,N 修,4 Bachelor,3915,19 臺中市
1062,僑光科技大學,N 修,2 Bachelor,97,19 臺中市
1062,僑光科技大學,N 修,2 Associate,108,19 臺中市
1063,育達科技大學,D 日,Master,93,05 苗栗縣
1063,育達科技大學,D 日,4 Bachelor,3135,05 苗栗縣
1063,育達科技大學,D 日,2 Bachelor,15,05 苗栗縣
1063,育達科技大學,N 職,Master,130,05 苗栗縣
1063,育達科技大學,N 修,4 Bachelor,1199,05 苗栗縣
1063,育達科技大學,N 修,2 Bachelor,345,05 苗栗縣
1064,美和科技大學,D 日,Master,129,13 屏東縣
1064,美和科技大學,D 日,4 Bachelor,3487,13 屏東縣
1064,美和科技大學,D 日,2 Bachelor,470,13 屏東縣
1064,美和科技大學,D 日,5 Associate,1771,13 屏東縣
1064,美和科技大學,N 職,Master,193,13 屏東縣
1064,美和科技大學,N 修,4 Bachelor,872,13 屏東縣
1064,美和科技大學,N 修,2 Bachelor,892,13 屏東縣
1064,美和科技大學,N 修,2 Associate,28,13 屏東縣
1065,吳鳳科技大學,D 日,Master,56,10 嘉義縣
1065,吳鳳科技大學,D 日,4 Bachelor,3991,10 嘉義縣
1065,吳鳳科技大學,N 職,Master,81,10 嘉義縣
1065,吳鳳科技大學,N 修,4 Bachelor,1006,10 嘉義縣
1066,環球科技大學,D 日,Master,139,09 雲林縣
1066,環球科技大學,D 日,4 Bachelor,3931,09 雲林縣
1066,環球科技大學,D 日,2 Bachelor,10,09 雲林縣
1066,環球科技大學,N 職,Master,46,09 雲林縣
1066,環球科技大學,N 修,4 Bachelor,1213,09 雲林縣
1066,環球科技大學,N 修,2 Bachelor,265,09 雲林縣
1066,環球科技大學,N 修,2 Associate,282,09 雲林縣
1067,台灣首府大學,D 日,Master,61,11 臺南市
1067,台灣首府大學,D 日,Bachelor,2663,11 臺南市
1067,台灣首府大學,N 修,2 Bachelor,35,11 臺南市
1067,台灣首府大學,P 進,Bachelor,546,11 臺南市
1068,中州科技大學,D 日,Master,48,07 彰化縣
1068,中州科技大學,D 日,4 Bachelor,2408,07 彰化縣
1068,中州科技大學,D 日,2 Bachelor,1,07 彰化縣
1068,中州科技大學,N 職,Master,35,07 彰化縣
1068,中州科技大學,N 修,4 Bachelor,974,07 彰化縣
1068,中州科技大學,N 修,2 Bachelor,456,07 彰化縣
1069,修平科技大學,D 日,Master,57,06 臺中市
1069,修平科技大學,D 日,4 Bachelor,5114,06 臺中市
1069,修平科技大學,N 職,Master,12,06 臺中市
1069,修平科技大學,N 修,4 Bachelor,795,06 臺中市
1069,修平科技大學,N 修,2 Associate,14,06 臺中市
1070,長庚科技大學,D 日,Master,56,03 桃園市
1070,長庚科技大學,D 日,4 Bachelor,2908,03 桃園市
1070,長庚科技大學,D 日,2 Bachelor,1443,03 桃園市
1070,長庚科技大學,D 日,5 Associate,846,03 桃園市
1070,長庚科技大學,N 職,Master,69,03 桃園市
1070,長庚科技大學,N 修,2 Bachelor,1748,03 桃園市
1071,臺北城市科技大學,D 日,Master,109,30 臺北市
1071,臺北城市科技大學,D 日,4 Bachelor,7288,30 臺北市
1071,臺北城市科技大學,D 日,2 Associate,12,30 臺北市
1071,臺北城市科技大學,D 日,5 Associate,1599,30 臺北市
1071,臺北城市科技大學,N 修,4 Bachelor,867,30 臺北市
1071,臺北城市科技大學,N 修,2 Associate,58,30 臺北市
1072,大華科技大學,D 日,Master,22,04 新竹縣
1072,大華科技大學,D 日,4 Bachelor,989,04 新竹縣
1072,大華科技大學,D 日,2 Bachelor,78,04 新竹縣
1072,大華科技大學,D 日,5 Associate,946,04 新竹縣
1072,大華科技大學,N 職,Master,1,04 新竹縣
1072,大華科技大學,N 修,4 Bachelor,530,04 新竹縣
1072,大華科技大學,N 修,2 Bachelor,838,04 新竹縣
1072,大華科技大學,N 修,2 Associate,187,04 新竹縣
1073,醒吾科技大學,D 日,Master,63,01 新北市
1073,醒吾科技大學,D 日,4 Bachelor,5838,01 新北市
1073,醒吾科技大學,D 日,2 Bachelor,2,01 新北市
1073,醒吾科技大學,D 日,5 Associate,1178,01 新北市
1073,醒吾科技大學,N 職,Master,96,01 新北市
1073,醒吾科技大學,N 修,4 Bachelor,1107,01 新北市
1074,南榮科技大學,D 日,Master,36,11 臺南市
1074,南榮科技大學,D 日,4 Bachelor,1400,11 臺南市
1074,南榮科技大學,D 日,2 Bachelor,33,11 臺南市
1074,南榮科技大學,D 日,5 Associate,258,11 臺南市
1074,南榮科技大學,N 職,Master,29,11 臺南市
1074,南榮科技大學,N 修,4 Bachelor,923,11 臺南市
1074,南榮科技大學,N 修,2 Bachelor,64,11 臺南市
1074,南榮科技大學,N 修,2 Associate,161,11 臺南市
1075,文藻外語大學,D 日,Master,148,50 高雄市
1075,文藻外語大學,D 日,4 Bachelor,5222,50 高雄市
1075,文藻外語大學,D 日,2 Bachelor,318,50 高雄市
1075,文藻外語大學,D 日,5 Associate,1734,50 高雄市
1075,文藻外語大學,N 職,Master,60,50 高雄市
1075,文藻外語大學,N 修,4 Bachelor,1791,50 高雄市
1075,文藻外語大學,N 修,2 Bachelor,175,50 高雄市
1076,華夏科技大學,D 日,Master,38,01 新北市
1076,華夏科技大學,D 日,4 Bachelor,2911,01 新北市
1076,華夏科技大學,D 日,2 Bachelor,85,01 新北市
1076,華夏科技大學,D 日,5 Associate,596,01 新北市
1076,華夏科技大學,N 職,Master,63,01 新北市
1076,華夏科技大學,N 修,4 Bachelor,824,01 新北市
1076,華夏科技大學,N 修,2 Bachelor,151,01 新北市
1076,華夏科技大學,N 修,2 Associate,258,01 新北市
1077,慈濟科技大學,D 日,Master,27,15 花蓮縣
1077,慈濟科技大學,D 日,4 Bachelor,1231,15 花蓮縣
1077,慈濟科技大學,D 日,2 Bachelor,279,15 花蓮縣
1077,慈濟科技大學,D 日,5 Associate,1264,15 花蓮縣
1077,慈濟科技大學,N 修,2 Bachelor,123,15 花蓮縣
1078,致理科技大學,D 日,Master,37,01 新北市
1078,致理科技大學,D 日,4 Bachelor,6379,01 新北市
1078,致理科技大學,D 日,2 Bachelor,351,01 新北市
1078,致理科技大學,D 日,2 Associate,4,01 新北市
1078,致理科技大學,D 日,5 Associate,1636,01 新北市
1078,致理科技大學,N 職,Master,37,01 新北市
1078,致理科技大學,N 修,4 Bachelor,3091,01 新北市
1078,致理科技大學,N 修,2 Bachelor,269,01 新北市
1079,康寧大學,D 日,Master,150,30 臺北市
1079,康寧大學,D 日,Bachelor,1137,30 臺北市
1079,康寧大學,D 日,2 Associate,38,30 臺北市
1079,康寧大學,D 日,5 Associate,2943,30 臺北市
1079,康寧大學,N 職,Master,167,30 臺北市
1079,康寧大學,N 修,2 Associate,338,30 臺北市
1079,康寧大學,P 進,Bachelor,489,30 臺北市
1125,中信金融管理學院,D 日,Master,16,21 臺南市
1125,中信金融管理學院,D 日,Bachelor,313,21 臺南市
1125,中信金融管理學院,P 進,Bachelor,2,21 臺南市
1148,大漢技術學院,D 日,Master,89,15 花蓮縣
1148,大漢技術學院,D 日,4 Bachelor,490,15 花蓮縣
1148,大漢技術學院,D 日,2 Bachelor,2,15 花蓮縣
1148,大漢技術學院,N 修,4 Bachelor,391,15 花蓮縣
1148,大漢技術學院,N 修,2 Bachelor,295,15 花蓮縣
1148,大漢技術學院,N 修,2 Associate,230,15 花蓮縣
1159,和春技術學院,D 日,Master,39,12 高雄市
1159,和春技術學院,D 日,4 Bachelor,1060,12 高雄市
1159,和春技術學院,D 日,2 Bachelor,42,12 高雄市
1159,和春技術學院,D 日,5 Associate,407,12 高雄市
1159,和春技術學院,N 修,4 Bachelor,621,12 高雄市
1159,和春技術學院,N 修,2 Bachelor,446,12 高雄市
1159,和春技術學院,N 修,2 Associate,772,12 高雄市
1166,亞東技術學院,D 日,Master,37,01 新北市
1166,亞東技術學院,D 日,4 Bachelor,4372,01 新北市
1166,亞東技術學院,D 日,2 Bachelor,191,01 新北市
1166,亞東技術學院,D 日,2 Associate,2,01 新北市
1166,亞東技術學院,N 修,4 Bachelor,8,01 新北市
1166,亞東技術學院,N 修,2 Bachelor,75,01 新北市
1168,南亞技術學院,D 日,Master,44,03 桃園市
1168,南亞技術學院,D 日,4 Bachelor,3048,03 桃園市
1168,南亞技術學院,D 日,5 Associate,245,03 桃園市
1168,南亞技術學院,N 修,4 Bachelor,1036,03 桃園市
1168,南亞技術學院,N 修,2 Associate,67,03 桃園市
1176,稻江科技暨管理學院,D 日,Master,67,10 嘉義縣
1176,稻江科技暨管理學院,D 日,Bachelor,1352,10 嘉義縣
1176,稻江科技暨管理學院,N 職,Master,48,10 嘉義縣
1176,稻江科技暨管理學院,N 修,2 Bachelor,95,10 嘉義縣
1176,稻江科技暨管理學院,P 進,Bachelor,624,10 嘉義縣
1179,德霖技術學院,D 日,4 Bachelor,3026,01 新北市
1179,德霖技術學院,D 日,2 Bachelor,75,01 新北市
1179,德霖技術學院,D 日,5 Associate,1725,01 新北市
1179,德霖技術學院,N 修,4 Bachelor,1562,01 新北市
1179,德霖技術學院,N 修,2 Bachelor,471,01 新北市
1179,德霖技術學院,N 修,2 Associate,398,01 新北市
1182,蘭陽技術學院,D 日,4 Bachelor,770,02 宜蘭縣
1182,蘭陽技術學院,D 日,2 Bachelor,25,02 宜蘭縣
1182,蘭陽技術學院,D 日,5 Associate,667,02 宜蘭縣
1182,蘭陽技術學院,N 修,2 Associate,1,02 宜蘭縣
1183,黎明技術學院,D 日,4 Bachelor,2935,01 新北市
1183,黎明技術學院,D 日,2 Bachelor,9,01 新北市
1183,黎明技術學院,D 日,5 Associate,825,01 新北市
1183,黎明技術學院,N 修,4 Bachelor,758,01 新北市
1183,黎明技術學院,N 修,2 Bachelor,109,01 新北市
1183,黎明技術學院,N 修,2 Associate,73,01 新北市
1184,東方設計學院,D 日,Doctor,24,12 高雄市
1184,東方設計學院,D 日,Master,108,12 高雄市
1184,東方設計學院,D 日,4 Bachelor,1640,12 高雄市
1184,東方設計學院,D 日,2 Bachelor,38,12 高雄市
1184,東方設計學院,D 日,5 Associate,1595,12 高雄市
1184,東方設計學院,N 職,Master,36,12 高雄市
1184,東方設計學院,N 修,4 Bachelor,155,12 高雄市
1185,經國管理暨健康學院,D 日,Master,24,17 基隆市
1185,經國管理暨健康學院,D 日,4 Bachelor,1851,17 基隆市
1185,經國管理暨健康學院,D 日,2 Bachelor,123,17 基隆市
1185,經國管理暨健康學院,D 日,5 Associate,1628,17 基隆市
1185,經國管理暨健康學院,N 職,Master,47,17 基隆市
1185,經國管理暨健康學院,N 修,4 Bachelor,270,17 基隆市
1185,經國管理暨健康學院,N 修,2 Bachelor,179,17 基隆市
1187,崇右技術學院,D 日,Master,78,17 基隆市
1187,崇右技術學院,D 日,4 Bachelor,2290,17 基隆市
1187,崇右技術學院,D 日,5 Associate,544,17 基隆市
1188,大同技術學院,D 日,4 Bachelor,1545,20 嘉義市
1188,大同技術學院,D 日,5 Associate,225,20 嘉義市
1188,大同技術學院,N 修,4 Bachelor,343,20 嘉義市
1188,大同技術學院,N 修,2 Bachelor,289,20 嘉義市
1188,大同技術學院,N 修,2 Associate,32,20 嘉義市
1189,亞太創意技術學院,D 日,Master,76,05 苗栗縣
1189,亞太創意技術學院,D 日,4 Bachelor,589,05 苗栗縣
1189,亞太創意技術學院,D 日,2 Bachelor,190,05 苗栗縣
1189,亞太創意技術學院,N 修,2 Bachelor,408,05 苗栗縣
1189,亞太創意技術學院,N 修,2 Associate,147,05 苗栗縣
1192,臺灣觀光學院,D 日,Master,21,15 花蓮縣
1192,臺灣觀光學院,D 日,4 Bachelor,798,15 花蓮縣
1192,臺灣觀光學院,D 日,2 Bachelor,18,15 花蓮縣
1192,臺灣觀光學院,D 日,2 Associate,3,15 花蓮縣
1192,臺灣觀光學院,D 日,5 Associate,228,15 花蓮縣
1192,臺灣觀光學院,N 修,4 Bachelor,126,15 花蓮縣
1192,臺灣觀光學院,N 修,2 Bachelor,58,15 花蓮縣
1192,臺灣觀光學院,N 修,2 Associate,48,15 花蓮縣
1195,馬偕醫學院,D 日,Master,34,01 新北市
1195,馬偕醫學院,D 日,Bachelor,608,01 新北市
1195,馬偕醫學院,N 修,2 Bachelor,6,01 新北市
1196,法鼓文理學院,D 日,Doctor,12,01 新北市
1196,法鼓文理學院,D 日,Master,173,01 新北市
1196,法鼓文理學院,D 日,Bachelor,53,01 新北市
1197,台北海洋技術學院,D 日,Master,43,01 新北市
1197,台北海洋技術學院,D 日,4 Bachelor,3725,01 新北市
1197,台北海洋技術學院,D 日,2 Bachelor,204,01 新北市
1197,台北海洋技術學院,D 日,others,71,01 新北市
1197,台北海洋技術學院,D 日,2 Associate,145,01 新北市
1197,台北海洋技術學院,D 日,5 Associate,1384,01 新北市
1197,台北海洋技術學院,N 修,4 Bachelor,166,01 新北市
1197,台北海洋技術學院,N 修,2 Bachelor,80,01 新北市
1197,台北海洋技術學院,N 修,2 Associate,96,01 新北市
1282,馬偕醫護管理專科學校,D 日,2 Associate,29,30 臺北市
1282,馬偕醫護管理專科學校,D 日,5 Associate,4021,30 臺北市
1282,馬偕醫護管理專科學校,N 修,2 Associate,280,30 臺北市
1283,仁德醫護管理專科學校,D 日,5 Associate,6196,05 苗栗縣
1283,仁德醫護管理專科學校,N 修,2 Associate,434,05 苗栗縣
1284,樹人醫護管理專科學校,D 日,5 Associate,6613,12 高雄市
1284,樹人醫護管理專科學校,N 修,2 Associate,497,12 高雄市
1285,慈惠醫護管理專科學校,D 日,2 Associate,139,13 屏東縣
1285,慈惠醫護管理專科學校,D 日,5 Associate,5724,13 屏東縣
1285,慈惠醫護管理專科學校,N 修,2 Associate,340,13 屏東縣
1286,耕莘健康管理專科學校,D 日,5 Associate,5176,01 新北市
1286,耕莘健康管理專科學校,N 修,2 Associate,81,01 新北市
1287,敏惠醫護管理專科學校,D 日,5 Associate,3897,11 臺南市
1288,高美醫護管理專科學校,D 日,5 Associate,563,12 高雄市
1288,高美醫護管理專科學校,N 修,2 Associate,208,12 高雄市
1289,育英醫護管理專科學校,D 日,5 Associate,1962,50 高雄市
1290,崇仁醫護管理專科學校,D 日,5 Associate,3478,20 嘉義市
1291,聖母醫護管理專科學校,D 日,5 Associate,3525,02 宜蘭縣
1292,新生醫護管理專科學校,D 日,5 Associate,5928,03 桃園市
1292,新生醫護管理專科學校,N 修,2 Associate,94,03 桃園市
3002,臺北市立大學,D 日,Doctor,255,30 臺北市
3002,臺北市立大學,D 日,Master,1236,30 臺北市
3002,臺北市立大學,D 日,Bachelor,5193,30 臺北市
3002,臺北市立大學,N 職,Master,947,30 臺北市
