學校代碼,學校名稱,日間∕進修別,等級別,學生數,縣市名稱
1032,明新科技大學,N 修,2 Associate,122,04 新竹縣
1033,長榮大學,D 日,Doctor,38,11 臺南市
1033,長榮大學,D 日,Master,500,11 臺南市
1033,長榮大學,D 日,Bachelor,9100,11 臺南市
1033,長榮大學,N 職,Master,190,11 臺南市
1033,長榮大學,N 修,2 Bachelor,1,11 臺南市
1033,長榮大學,P 進,Bachelor,645,11 臺南市
1034,弘光科技大學,D 日,Master,205,06 臺中市
1034,弘光科技大學,D 日,4 Bachelor,7240,06 臺中市
1034,弘光科技大學,D 日,2 Bachelor,701,06 臺中市
1034,弘光科技大學,D 日,5 Associate,273,06 臺中市
1034,弘光科技大學,N 職,Master,99,06 臺中市
1034,弘光科技大學,N 修,4 Bachelor,3290,06 臺中市
1034,弘光科技大學,N 修,2 Bachelor,1006,06 臺中市
1034,弘光科技大學,N 修,2 Associate,22,06 臺中市
1035,中國醫藥大學,D 日,Doctor,337,19 臺中市
1035,中國醫藥大學,D 日,Master,517,19 臺中市
1035,中國醫藥大學,D 日,Bachelor,6355,19 臺中市
1035,中國醫藥大學,N 職,Master,77,19 臺中市
1035,中國醫藥大學,N 修,2 Bachelor,84,19 臺中市
1036,健行科技大學,D 日,Master,348,03 桃園縣
1036,健行科技大學,D 日,4 Bachelor,8280,03 桃園縣
1036,健行科技大學,D 日,2 Bachelor,140,03 桃園縣
1036,健行科技大學,D 日,2 Associate,140,03 桃園縣
1036,健行科技大學,N 職,Master,149,03 桃園縣
1036,健行科技大學,N 修,4 Bachelor,3466,03 桃園縣
1036,健行科技大學,N 修,2 Bachelor,106,03 桃園縣
1037,正修科技大學,D 日,Doctor,11,12 高雄市
1037,正修科技大學,D 日,Master,340,12 高雄市
1037,正修科技大學,D 日,4 Bachelor,10012,12 高雄市
1037,正修科技大學,D 日,2 Bachelor,19,12 高雄市
1037,正修科技大學,D 日,2 Associate,16,12 高雄市
1037,正修科技大學,D 日,5 Associate,15,12 高雄市
1037,正修科技大學,N 職,Master,101,12 高雄市
1037,正修科技大學,N 修,4 Bachelor,6109,12 高雄市
1037,正修科技大學,N 修,2 Bachelor,886,12 高雄市
1037,正修科技大學,N 修,2 Associate,9,12 高雄市
1038,萬能科技大學,D 日,Master,147,03 桃園縣
1038,萬能科技大學,D 日,4 Bachelor,6360,03 桃園縣
1038,萬能科技大學,D 日,2 Bachelor,114,03 桃園縣
1038,萬能科技大學,N 職,Master,136,03 桃園縣
1038,萬能科技大學,N 修,4 Bachelor,3847,03 桃園縣
1038,萬能科技大學,N 修,2 Bachelor,314,03 桃園縣
1039,玄奘大學,D 日,Doctor,16,18 新竹市
1039,玄奘大學,D 日,Master,376,18 新竹市
1039,玄奘大學,D 日,Bachelor,4183,18 新竹市
1039,玄奘大學,N 職,Master,232,18 新竹市
1039,玄奘大學,N 修,2 Bachelor,62,18 新竹市
1039,玄奘大學,P 進,Bachelor,1269,18 新竹市
1040,建國科技大學,D 日,Master,210,07 彰化縣
1040,建國科技大學,D 日,4 Bachelor,7380,07 彰化縣
1040,建國科技大學,D 日,2 Bachelor,27,07 彰化縣
1040,建國科技大學,D 日,2 Associate,36,07 彰化縣
1040,建國科技大學,N 修,4 Bachelor,1523,07 彰化縣
1040,建國科技大學,N 修,2 Bachelor,293,07 彰化縣
1040,建國科技大學,N 修,2 Associate,5,07 彰化縣
1041,明志科技大學,D 日,Master,415,01 新北市
1041,明志科技大學,D 日,4 Bachelor,3465,01 新北市
1041,明志科技大學,D 日,5 Associate,39,01 新北市
1041,明志科技大學,N 職,Master,46,01 新北市
1041,明志科技大學,N 修,4 Bachelor,451,01 新北市
1041,明志科技大學,N 修,2 Bachelor,47,01 新北市
1041,明志科技大學,N 修,2 Associate,2,01 新北市
1042,高苑科技大學,D 日,Master,131,12 高雄市
1042,高苑科技大學,D 日,4 Bachelor,5768,12 高雄市
1042,高苑科技大學,D 日,2 Bachelor,58,12 高雄市
1042,高苑科技大學,D 日,2 Associate,12,12 高雄市
1042,高苑科技大學,N 職,Master,289,12 高雄市
1042,高苑科技大學,N 修,4 Bachelor,1463,12 高雄市
1042,高苑科技大學,N 修,2 Bachelor,2,12 高雄市
1043,大仁科技大學,D 日,Master,65,13 屏東縣
1043,大仁科技大學,D 日,4 Bachelor,5524,13 屏東縣
1043,大仁科技大學,D 日,2 Bachelor,119,13 屏東縣
1043,大仁科技大學,D 日,5 Associate,3,13 屏東縣
1043,大仁科技大學,N 職,Master,145,13 屏東縣
1043,大仁科技大學,N 修,4 Bachelor,1020,13 屏東縣
1043,大仁科技大學,N 修,2 Bachelor,881,13 屏東縣
1044,聖約翰科技大學,D 日,Master,181,01 新北市
1044,聖約翰科技大學,D 日,4 Bachelor,5170,01 新北市
1044,聖約翰科技大學,D 日,2 Bachelor,3,01 新北市
1044,聖約翰科技大學,N 職,Master,90,01 新北市
1044,聖約翰科技大學,N 修,4 Bachelor,481,01 新北市
1045,嶺東科技大學,D 日,Master,231,19 臺中市
1045,嶺東科技大學,D 日,4 Bachelor,7634,19 臺中市
1045,嶺東科技大學,D 日,2 Bachelor,6,19 臺中市
1045,嶺東科技大學,D 日,2 Associate,46,19 臺中市
1045,嶺東科技大學,N 職,Master,106,19 臺中市
1045,嶺東科技大學,N 修,4 Bachelor,2561,19 臺中市
1046,中國科技大學,D 日,Master,144,30 臺北市
1046,中國科技大學,D 日,4 Bachelor,9241,30 臺北市
1046,中國科技大學,D 日,2 Bachelor,7,30 臺北市
1046,中國科技大學,N 職,Master,35,30 臺北市
1046,中國科技大學,N 修,4 Bachelor,2603,30 臺北市
1046,中國科技大學,N 修,2 Bachelor,32,30 臺北市
1047,中臺科技大學,D 日,Doctor,20,19 臺中市
1047,中臺科技大學,D 日,Master,177,19 臺中市
1047,中臺科技大學,D 日,4 Bachelor,5831,19 臺中市
1047,中臺科技大學,D 日,2 Bachelor,514,19 臺中市
1047,中臺科技大學,N 職,Master,249,19 臺中市
1047,中臺科技大學,N 修,4 Bachelor,1764,19 臺中市
1047,中臺科技大學,N 修,2 Bachelor,1243,19 臺中市
1048,亞洲大學,D 日,Doctor,164,06 臺中市
1048,亞洲大學,D 日,Master,625,06 臺中市
1048,亞洲大學,D 日,Bachelor,9602,06 臺中市
1048,亞洲大學,N 職,Master,526,06 臺中市
1048,亞洲大學,P 進,Bachelor,1354,06 臺中市
1049,開南大學,D 日,Master,298,03 桃園縣
1049,開南大學,D 日,Bachelor,7758,03 桃園縣
1049,開南大學,N 職,Master,367,03 桃園縣
1049,開南大學,P 進,Bachelor,1319,03 桃園縣
1050,佛光大學,D 日,Doctor,47,02 宜蘭縣
1050,佛光大學,D 日,Master,659,02 宜蘭縣
1050,佛光大學,D 日,Bachelor,2803,02 宜蘭縣
1050,佛光大學,N 職,Master,243,02 宜蘭縣
1051,台南應用科技大學,D 日,Master,154,11 臺南市
1051,台南應用科技大學,D 日,4 Bachelor,7911,11 臺南市
1051,台南應用科技大學,D 日,2 Bachelor,676,11 臺南市
1051,台南應用科技大學,D 日,5 Associate,1211,11 臺南市
1051,台南應用科技大學,N 職,Master,159,11 臺南市
1051,台南應用科技大學,N 修,4 Bachelor,2465,11 臺南市
1051,台南應用科技大學,N 修,2 Bachelor,259,11 臺南市
1052,遠東科技大學,D 日,Master,179,11 臺南市
1052,遠東科技大學,D 日,4 Bachelor,7858,11 臺南市
1052,遠東科技大學,D 日,2 Bachelor,12,11 臺南市
1052,遠東科技大學,N 職,Master,45,11 臺南市
1052,遠東科技大學,N 修,4 Bachelor,604,11 臺南市
1052,遠東科技大學,N 修,2 Bachelor,67,11 臺南市
1052,遠東科技大學,N 修,2 Associate,45,11 臺南市
1053,元培醫事科技大學,D 日,Master,222,18 新竹市
1053,元培醫事科技大學,D 日,4 Bachelor,5676,18 新竹市
1053,元培醫事科技大學,D 日,2 Bachelor,57,18 新竹市
1053,元培醫事科技大學,N 職,Master,26,18 新竹市
1053,元培醫事科技大學,N 修,4 Bachelor,740,18 新竹市
1053,元培醫事科技大學,N 修,2 Bachelor,660,18 新竹市
1054,景文科技大學,D 日,Master,50,01 新北市
1054,景文科技大學,D 日,4 Bachelor,5914,01 新北市
1054,景文科技大學,D 日,2 Bachelor,9,01 新北市
1054,景文科技大學,N 職,Master,95,01 新北市
1054,景文科技大學,N 修,4 Bachelor,1782,01 新北市
1054,景文科技大學,N 修,2 Bachelor,511,01 新北市
1054,景文科技大學,N 修,2 Associate,2,01 新北市
1055,中華醫事科技大學,D 日,Master,46,11 臺南市
1055,中華醫事科技大學,D 日,4 Bachelor,4389,11 臺南市
1055,中華醫事科技大學,D 日,2 Bachelor,764,11 臺南市
1055,中華醫事科技大學,D 日,2 Associate,79,11 臺南市
1055,中華醫事科技大學,D 日,5 Associate,2002,11 臺南市
1055,中華醫事科技大學,N 修,4 Bachelor,1175,11 臺南市
1055,中華醫事科技大學,N 修,2 Bachelor,693,11 臺南市
1056,東南科技大學,D 日,Master,127,01 新北市
1056,東南科技大學,D 日,4 Bachelor,6669,01 新北市
1056,東南科技大學,D 日,2 Bachelor,33,01 新北市
1056,東南科技大學,D 日,2 Associate,48,01 新北市
1056,東南科技大學,N 職,Master,68,01 新北市
1056,東南科技大學,N 修,4 Bachelor,492,01 新北市
1056,東南科技大學,N 修,2 Bachelor,115,01 新北市
1057,德明財經科技大學,D 日,Master,58,30 臺北市
1057,德明財經科技大學,D 日,4 Bachelor,7194,30 臺北市
1057,德明財經科技大學,D 日,2 Bachelor,50,30 臺北市
1057,德明財經科技大學,D 日,2 Associate,1,30 臺北市
1057,德明財經科技大學,N 職,Master,52,30 臺北市
1057,德明財經科技大學,N 修,4 Bachelor,1719,30 臺北市
1057,德明財經科技大學,N 修,2 Bachelor,107,30 臺北市
1058,明道大學,D 日,Doctor,8,07 彰化縣
1058,明道大學,D 日,Master,192,07 彰化縣
1058,明道大學,D 日,Bachelor,3672,07 彰化縣
1058,明道大學,N 職,Master,71,07 彰化縣
1058,明道大學,P 進,Bachelor,1732,07 彰化縣
1059,康寧大學,D 日,Master,201,21 臺南市
1059,康寧大學,D 日,Bachelor,1166,21 臺南市
1059,康寧大學,N 職,Master,182,21 臺南市
1059,康寧大學,P 進,Bachelor,456,21 臺南市
1060,南開科技大學,D 日,Master,112,08 南投縣
1060,南開科技大學,D 日,4 Bachelor,3600,08 南投縣
1060,南開科技大學,D 日,2 Bachelor,123,08 南投縣
1060,南開科技大學,D 日,2 Associate,18,08 南投縣
1060,南開科技大學,D 日,5 Associate,1129,08 南投縣
1060,南開科技大學,N 職,Master,143,08 南投縣
1060,南開科技大學,N 修,4 Bachelor,1221,08 南投縣
1061,中華科技大學,D 日,Master,295,30 臺北市
1061,中華科技大學,D 日,4 Bachelor,6656,30 臺北市
1061,中華科技大學,D 日,2 Bachelor,41,30 臺北市
1061,中華科技大學,N 職,Master,128,30 臺北市
1061,中華科技大學,N 修,4 Bachelor,1011,30 臺北市
1061,中華科技大學,N 修,2 Bachelor,377,30 臺北市
1061,中華科技大學,N 修,2 Associate,4,30 臺北市
1062,僑光科技大學,D 日,Master,83,19 臺中市
1062,僑光科技大學,D 日,4 Bachelor,6248,19 臺中市
1062,僑光科技大學,D 日,2 Bachelor,32,19 臺中市
1062,僑光科技大學,D 日,2 Associate,137,19 臺中市
1062,僑光科技大學,D 日,5 Associate,463,19 臺中市
1062,僑光科技大學,N 職,Master,65,19 臺中市
1062,僑光科技大學,N 修,4 Bachelor,3637,19 臺中市
1062,僑光科技大學,N 修,2 Bachelor,95,19 臺中市
1062,僑光科技大學,N 修,2 Associate,86,19 臺中市
1063,育達科技大學,D 日,Master,116,05 苗栗縣
1063,育達科技大學,D 日,4 Bachelor,4090,05 苗栗縣
1063,育達科技大學,D 日,2 Bachelor,55,05 苗栗縣
1063,育達科技大學,N 職,Master,90,05 苗栗縣
1063,育達科技大學,N 修,4 Bachelor,1303,05 苗栗縣
1063,育達科技大學,N 修,2 Bachelor,457,05 苗栗縣
1064,美和科技大學,D 日,Master,207,13 屏東縣
1064,美和科技大學,D 日,4 Bachelor,3508,13 屏東縣
1064,美和科技大學,D 日,2 Bachelor,412,13 屏東縣
1064,美和科技大學,D 日,5 Associate,1906,13 屏東縣
1064,美和科技大學,N 職,Master,78,13 屏東縣
1064,美和科技大學,N 修,4 Bachelor,1009,13 屏東縣
1064,美和科技大學,N 修,2 Bachelor,956,13 屏東縣
1064,美和科技大學,N 修,2 Associate,21,13 屏東縣
1065,吳鳳科技大學,D 日,Master,30,10 嘉義縣
1065,吳鳳科技大學,D 日,4 Bachelor,4328,10 嘉義縣
1065,吳鳳科技大學,D 日,2 Associate,14,10 嘉義縣
1065,吳鳳科技大學,N 職,Master,81,10 嘉義縣
1065,吳鳳科技大學,N 修,4 Bachelor,1128,10 嘉義縣
1065,吳鳳科技大學,N 修,2 Bachelor,13,10 嘉義縣
1065,吳鳳科技大學,N 修,2 Associate,28,10 嘉義縣
1066,環球科技大學,D 日,Master,115,09 雲林縣
1066,環球科技大學,D 日,4 Bachelor,4374,09 雲林縣
1066,環球科技大學,D 日,2 Bachelor,38,09 雲林縣
1066,環球科技大學,D 日,2 Associate,34,09 雲林縣
1066,環球科技大學,N 職,Master,34,09 雲林縣
1066,環球科技大學,N 修,4 Bachelor,1096,09 雲林縣
1066,環球科技大學,N 修,2 Bachelor,309,09 雲林縣
1066,環球科技大學,N 修,2 Associate,358,09 雲林縣
1067,台灣首府大學,D 日,Master,69,11 臺南市
1067,台灣首府大學,D 日,Bachelor,3592,11 臺南市
1067,台灣首府大學,N 職,Master,7,11 臺南市
1067,台灣首府大學,N 修,2 Bachelor,52,11 臺南市
1067,台灣首府大學,P 進,Bachelor,890,11 臺南市
1068,中州科技大學,D 日,Master,71,07 彰化縣
1068,中州科技大學,D 日,4 Bachelor,3173,07 彰化縣
1068,中州科技大學,D 日,2 Associate,31,07 彰化縣
1068,中州科技大學,N 職,Master,45,07 彰化縣
1068,中州科技大學,N 修,4 Bachelor,1022,07 彰化縣
1068,中州科技大學,N 修,2 Bachelor,732,07 彰化縣
1069,修平科技大學,D 日,Master,72,06 臺中市
1069,修平科技大學,D 日,4 Bachelor,5636,06 臺中市
1069,修平科技大學,D 日,2 Associate,14,06 臺中市
1069,修平科技大學,N 修,4 Bachelor,872,06 臺中市
1069,修平科技大學,N 修,2 Associate,38,06 臺中市
1070,長庚科技大學,D 日,Master,38,03 桃園縣
1070,長庚科技大學,D 日,4 Bachelor,2392,03 桃園縣
1070,長庚科技大學,D 日,2 Bachelor,1460,03 桃園縣
1070,長庚科技大學,D 日,5 Associate,1686,03 桃園縣
1070,長庚科技大學,N 職,Master,34,03 桃園縣
1070,長庚科技大學,N 修,2 Bachelor,1985,03 桃園縣
1071,臺北城市科技大學,D 日,Master,101,30 臺北市
1071,臺北城市科技大學,D 日,4 Bachelor,6902,30 臺北市
1071,臺北城市科技大學,D 日,2 Bachelor,62,30 臺北市
1071,臺北城市科技大學,D 日,2 Associate,175,30 臺北市
1071,臺北城市科技大學,D 日,5 Associate,1578,30 臺北市
1071,臺北城市科技大學,N 修,4 Bachelor,934,30 臺北市
1071,臺北城市科技大學,N 修,2 Associate,80,30 臺北市
1072,大華科技大學,D 日,Master,28,04 新竹縣
1072,大華科技大學,D 日,4 Bachelor,1534,04 新竹縣
1072,大華科技大學,D 日,2 Bachelor,74,04 新竹縣
1072,大華科技大學,D 日,5 Associate,1273,04 新竹縣
1072,大華科技大學,N 職,Master,6,04 新竹縣
1072,大華科技大學,N 修,4 Bachelor,811,04 新竹縣
1072,大華科技大學,N 修,2 Bachelor,464,04 新竹縣
1072,大華科技大學,N 修,2 Associate,74,04 新竹縣
1073,醒吾科技大學,D 日,Master,84,01 新北市
1073,醒吾科技大學,D 日,4 Bachelor,5911,01 新北市
1073,醒吾科技大學,D 日,2 Associate,27,01 新北市
1073,醒吾科技大學,D 日,5 Associate,1323,01 新北市
1073,醒吾科技大學,N 職,Master,48,01 新北市
1073,醒吾科技大學,N 修,4 Bachelor,1410,01 新北市
1074,南榮科技大學,D 日,Master,25,11 臺南市
1074,南榮科技大學,D 日,4 Bachelor,1614,11 臺南市
1074,南榮科技大學,D 日,2 Bachelor,24,11 臺南市
1074,南榮科技大學,D 日,5 Associate,317,11 臺南市
1074,南榮科技大學,N 職,Master,34,11 臺南市
1074,南榮科技大學,N 修,4 Bachelor,1102,11 臺南市
1074,南榮科技大學,N 修,2 Bachelor,131,11 臺南市
1074,南榮科技大學,N 修,2 Associate,351,11 臺南市
1075,文藻外語大學,D 日,Master,86,50 高雄市
1075,文藻外語大學,D 日,4 Bachelor,5108,50 高雄市
1075,文藻外語大學,D 日,2 Bachelor,327,50 高雄市
1075,文藻外語大學,D 日,5 Associate,1768,50 高雄市
1075,文藻外語大學,N 職,Master,72,50 高雄市
1075,文藻外語大學,N 修,4 Bachelor,1765,50 高雄市
1075,文藻外語大學,N 修,2 Bachelor,137,50 高雄市
1076,華夏科技大學,D 日,Master,21,01 新北市
1076,華夏科技大學,D 日,4 Bachelor,3159,01 新北市
1076,華夏科技大學,D 日,2 Bachelor,99,01 新北市
1076,華夏科技大學,D 日,5 Associate,473,01 新北市
1076,華夏科技大學,N 職,Master,65,01 新北市
1076,華夏科技大學,N 修,4 Bachelor,1035,01 新北市
1076,華夏科技大學,N 修,2 Bachelor,121,01 新北市
1076,華夏科技大學,N 修,2 Associate,345,01 新北市
1125,興國管理學院,D 日,Bachelor,197,21 臺南市
1125,興國管理學院,N 修,2 Bachelor,80,21 臺南市
1125,興國管理學院,P 進,Bachelor,197,21 臺南市
1148,大漢技術學院,D 日,Master,73,15 花蓮縣
1148,大漢技術學院,D 日,4 Bachelor,942,15 花蓮縣
1148,大漢技術學院,D 日,2 Bachelor,1,15 花蓮縣
1148,大漢技術學院,N 修,4 Bachelor,542,15 花蓮縣
1148,大漢技術學院,N 修,2 Bachelor,249,15 花蓮縣
1148,大漢技術學院,N 修,2 Associate,215,15 花蓮縣
1150,慈濟技術學院,D 日,Master,20,15 花蓮縣
1150,慈濟技術學院,D 日,4 Bachelor,1124,15 花蓮縣
1150,慈濟技術學院,D 日,2 Bachelor,253,15 花蓮縣
1150,慈濟技術學院,D 日,5 Associate,1208,15 花蓮縣
1150,慈濟技術學院,N 修,2 Bachelor,106,15 花蓮縣
1159,和春技術學院,D 日,Master,10,12 高雄市
1159,和春技術學院,D 日,4 Bachelor,1439,12 高雄市
1159,和春技術學院,D 日,2 Bachelor,20,12 高雄市
1159,和春技術學院,D 日,5 Associate,400,12 高雄市
1159,和春技術學院,N 修,4 Bachelor,739,12 高雄市
1159,和春技術學院,N 修,2 Bachelor,117,12 高雄市
1159,和春技術學院,N 修,2 Associate,193,12 高雄市
1164,致理技術學院,D 日,Master,21,01 新北市
1164,致理技術學院,D 日,4 Bachelor,6284,01 新北市
1164,致理技術學院,D 日,2 Bachelor,453,01 新北市
1164,致理技術學院,D 日,2 Associate,238,01 新北市
1164,致理技術學院,D 日,5 Associate,1590,01 新北市
1164,致理技術學院,N 職,Master,27,01 新北市
1164,致理技術學院,N 修,4 Bachelor,2906,01 新北市
1164,致理技術學院,N 修,2 Bachelor,232,01 新北市
1166,亞東技術學院,D 日,Master,61,01 新北市
1166,亞東技術學院,D 日,4 Bachelor,4714,01 新北市
1166,亞東技術學院,D 日,2 Bachelor,163,01 新北市
1166,亞東技術學院,D 日,2 Associate,33,01 新北市
1166,亞東技術學院,N 修,4 Bachelor,198,01 新北市
1166,亞東技術學院,N 修,2 Bachelor,94,01 新北市
1168,桃園創新技術學院,D 日,Master,45,03 桃園縣
1168,桃園創新技術學院,D 日,4 Bachelor,4483,03 桃園縣
1168,桃園創新技術學院,D 日,2 Bachelor,49,03 桃園縣
1168,桃園創新技術學院,D 日,2 Associate,245,03 桃園縣
1168,桃園創新技術學院,N 修,4 Bachelor,1258,03 桃園縣
1176,稻江科技暨管理學院,D 日,Master,67,10 嘉義縣
1176,稻江科技暨管理學院,D 日,Bachelor,1755,10 嘉義縣
1176,稻江科技暨管理學院,N 職,Master,52,10 嘉義縣
1176,稻江科技暨管理學院,N 修,2 Bachelor,51,10 嘉義縣
1176,稻江科技暨管理學院,P 進,Bachelor,794,10 嘉義縣
1179,德霖技術學院,D 日,4 Bachelor,3170,01 新北市
1179,德霖技術學院,D 日,2 Bachelor,136,01 新北市
1179,德霖技術學院,D 日,2 Associate,183,01 新北市
1179,德霖技術學院,D 日,5 Associate,1809,01 新北市
1179,德霖技術學院,N 修,4 Bachelor,1342,01 新北市
1179,德霖技術學院,N 修,2 Bachelor,506,01 新北市
1179,德霖技術學院,N 修,2 Associate,436,01 新北市
1182,蘭陽技術學院,D 日,4 Bachelor,1158,02 宜蘭縣
1182,蘭陽技術學院,D 日,2 Bachelor,77,02 宜蘭縣
1182,蘭陽技術學院,D 日,2 Associate,17,02 宜蘭縣
1182,蘭陽技術學院,D 日,5 Associate,840,02 宜蘭縣
1182,蘭陽技術學院,N 修,4 Bachelor,12,02 宜蘭縣
1182,蘭陽技術學院,N 修,2 Bachelor,1,02 宜蘭縣
1182,蘭陽技術學院,N 修,2 Associate,3,02 宜蘭縣
1183,黎明技術學院,D 日,4 Bachelor,2638,01 新北市
1183,黎明技術學院,D 日,2 Bachelor,28,01 新北市
1183,黎明技術學院,D 日,5 Associate,943,01 新北市
1183,黎明技術學院,N 修,4 Bachelor,806,01 新北市
1183,黎明技術學院,N 修,2 Bachelor,51,01 新北市
1183,黎明技術學院,N 修,2 Associate,136,01 新北市
1184,東方設計學院,D 日,Doctor,3,12 高雄市
1184,東方設計學院,D 日,Master,47,12 高雄市
1184,東方設計學院,D 日,4 Bachelor,2046,12 高雄市
1184,東方設計學院,D 日,2 Bachelor,60,12 高雄市
1184,東方設計學院,D 日,2 Associate,11,12 高雄市
1184,東方設計學院,D 日,5 Associate,1591,12 高雄市
1184,東方設計學院,N 職,Master,63,12 高雄市
1184,東方設計學院,N 修,4 Bachelor,152,12 高雄市
1185,經國管理暨健康學院,D 日,Master,23,17 基隆市
1185,經國管理暨健康學院,D 日,4 Bachelor,1749,17 基隆市
1185,經國管理暨健康學院,D 日,2 Bachelor,118,17 基隆市
1185,經國管理暨健康學院,D 日,5 Associate,1636,17 基隆市
1185,經國管理暨健康學院,N 職,Master,44,17 基隆市
1185,經國管理暨健康學院,N 修,4 Bachelor,362,17 基隆市
1185,經國管理暨健康學院,N 修,2 Bachelor,172,17 基隆市
1187,崇右技術學院,D 日,Master,40,17 基隆市
1187,崇右技術學院,D 日,4 Bachelor,2264,17 基隆市
1187,崇右技術學院,D 日,2 Bachelor,1,17 基隆市
1187,崇右技術學院,D 日,5 Associate,913,17 基隆市
1188,大同技術學院,D 日,4 Bachelor,1765,20 嘉義市
1188,大同技術學院,D 日,2 Bachelor,11,20 嘉義市
1188,大同技術學院,D 日,5 Associate,231,20 嘉義市
1188,大同技術學院,N 修,4 Bachelor,524,20 嘉義市
1188,大同技術學院,N 修,2 Bachelor,328,20 嘉義市
1188,大同技術學院,N 修,2 Associate,54,20 嘉義市
1189,亞太創意技術學院,D 日,Master,61,05 苗栗縣
1189,亞太創意技術學院,D 日,4 Bachelor,1212,05 苗栗縣
1189,亞太創意技術學院,D 日,2 Bachelor,111,05 苗栗縣
1189,亞太創意技術學院,N 修,4 Bachelor,1,05 苗栗縣
1189,亞太創意技術學院,N 修,2 Bachelor,216,05 苗栗縣
1189,亞太創意技術學院,N 修,2 Associate,201,05 苗栗縣
1192,臺灣觀光學院,D 日,Master,20,15 花蓮縣
1192,臺灣觀光學院,D 日,4 Bachelor,1141,15 花蓮縣
1192,臺灣觀光學院,D 日,2 Bachelor,59,15 花蓮縣
1192,臺灣觀光學院,D 日,2 Associate,29,15 花蓮縣
1192,臺灣觀光學院,D 日,5 Associate,191,15 花蓮縣
1192,臺灣觀光學院,N 修,4 Bachelor,145,15 花蓮縣
1192,臺灣觀光學院,N 修,2 Bachelor,60,15 花蓮縣
1192,臺灣觀光學院,N 修,others,10,15 花蓮縣
1192,臺灣觀光學院,N 修,2 Associate,104,15 花蓮縣
1194,台北海洋技術學院,D 日,4 Bachelor,3939,30 臺北市
1194,台北海洋技術學院,D 日,2 Bachelor,204,30 臺北市
1194,台北海洋技術學院,D 日,others,86,30 臺北市
1194,台北海洋技術學院,D 日,2 Associate,337,30 臺北市
1194,台北海洋技術學院,D 日,5 Associate,1404,30 臺北市
1194,台北海洋技術學院,N 修,4 Bachelor,207,30 臺北市
1194,台北海洋技術學院,N 修,2 Bachelor,97,30 臺北市
1194,台北海洋技術學院,N 修,2 Associate,142,30 臺北市
1195,馬偕醫學院,D 日,Master,10,01 新北市
1195,馬偕醫學院,D 日,Bachelor,509,01 新北市
1195,馬偕醫學院,N 修,2 Bachelor,11,01 新北市
1196,法鼓文理學院,D 日,Doctor,8,01 新北市
1196,法鼓文理學院,D 日,Master,70,01 新北市
1196,法鼓文理學院,D 日,Bachelor,48,01 新北市
1281,康寧醫護暨管理專科學校,D 日,2 Associate,115,30 臺北市
1281,康寧醫護暨管理專科學校,D 日,5 Associate,2811,30 臺北市
1281,康寧醫護暨管理專科學校,N 修,2 Associate,301,30 臺北市
1282,馬偕醫護管理專科學校,D 日,2 Associate,82,30 臺北市
1282,馬偕醫護管理專科學校,D 日,5 Associate,3701,30 臺北市
1282,馬偕醫護管理專科學校,N 修,2 Associate,377,30 臺北市
1283,仁德醫護管理專科學校,D 日,5 Associate,5989,05 苗栗縣
1283,仁德醫護管理專科學校,N 修,2 Associate,466,05 苗栗縣
1284,樹人醫護管理專科學校,D 日,5 Associate,6397,12 高雄市
1284,樹人醫護管理專科學校,N 修,2 Associate,451,12 高雄市
1285,慈惠醫護管理專科學校,D 日,2 Associate,160,13 屏東縣
1285,慈惠醫護管理專科學校,D 日,5 Associate,6023,13 屏東縣
1285,慈惠醫護管理專科學校,N 修,2 Associate,307,13 屏東縣
1286,耕莘健康管理專科學校,D 日,5 Associate,4906,01 新北市
1286,耕莘健康管理專科學校,N 修,2 Associate,80,01 新北市
1287,敏惠醫護管理專科學校,D 日,5 Associate,3875,11 臺南市
1288,高美醫護管理專科學校,D 日,5 Associate,652,12 高雄市
1288,高美醫護管理專科學校,N 修,2 Associate,198,12 高雄市
1289,育英醫護管理專科學校,D 日,5 Associate,2010,50 高雄市
1290,崇仁醫護管理專科學校,D 日,5 Associate,3238,20 嘉義市
1290,崇仁醫護管理專科學校,N 修,2 Associate,19,20 嘉義市
1291,聖母醫護管理專科學校,D 日,5 Associate,3702,02 宜蘭縣
1292,新生醫護管理專科學校,D 日,5 Associate,5769,03 桃園縣
1292,新生醫護管理專科學校,N 修,2 Associate,86,03 桃園縣
3002,臺北市立大學,D 日,Doctor,236,30 臺北市
3002,臺北市立大學,D 日,Master,1233,30 臺北市
3002,臺北市立大學,D 日,Bachelor,4971,30 臺北市
3002,臺北市立大學,N 職,Master,986,30 臺北市
